Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
47261459,08/16/2020 04:49:25 PM,08/16/2020 04:49:25 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11224,2833 WEST   15 STREET,WEST   15 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,WEST   15 STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",08/16/2020 04:49:25 PM,13 BROOKLYN,BROOKLYN,988997,149964,Unspecified,BROOKLYN,,,,,,,,40.578291295557975,-73.98291136900771,"(40.578291295557975, -73.98291136900771)"
50035130,03/16/2021 01:01:15 PM,03/16/2021 01:01:15 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10003,26 GRAMERCY PARK SOUTH,GRAMERCY PARK SOUTH,IRVING PLACE,EAST 20 STREET,IRVING PLACE,EAST   20 STREET,ADDRESS,NEW YORK,GRAMERCY PARK SOUTH,,Closed,,An inspection of the property was conducted and no violations were found.,03/16/2021 01:01:15 PM,06 MANHATTAN,MANHATTAN,988267,207921,Unspecified,MANHATTAN,,,,,,,,40.73737084306143,-73.98550475682019,"(40.73737084306143, -73.98550475682019)"
51398484,08/01/2021 11:29:41 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10314,124 GAULDY AVENUE,GAULDY AVENUE,BEE COURT,FELTON STREET,BEE COURT,FELTON STREET,,STATEN ISLAND,GAULDY AVENUE,,In Progress,,,,02 STATEN ISLAND,STATEN ISLAND,937747,164779,Unspecified,STATEN ISLAND,,,,,,,,40.61883470394146,-74.16750700797203,"(40.61883470394146, -74.16750700797203)"
51399190,08/01/2021 01:08:26 PM,08/01/2021 01:08:26 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10304,1070 WEST FINGERBOARD ROAD,WEST FINGERBOARD ROAD,SCRANTON STREET,TACOMA STREET,SCRANTON STREET,TACOMA STREET,ADDRESS,STATEN ISLAND,WEST FINGERBOARD ROAD,,Closed,,An inspection of the property was conducted and no violations were found.,08/01/2021 01:08:26 PM,02 STATEN ISLAND,STATEN ISLAND,958968,157808,Unspecified,STATEN ISLAND,,,,,,,,40.59978671840392,-74.09104148564732,"(40.59978671840392, -74.09104148564732)"
51403641,08/01/2021 03:12:12 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11366,78-34 160 STREET,160 STREET,78 ROAD,79 AVENUE,78 ROAD,79 AVENUE,,FRESH MEADOWS,160 STREET,,In Progress,,,,08 QUEENS,QUEENS,1037538,202266,Unspecified,QUEENS,,,,,,,,40.72168966665076,-73.80775668644205,"(40.72168966665076, -73.80775668644205)"
51404468,08/01/2021 08:03:06 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10314,122 GAULDY AVENUE,GAULDY AVENUE,BEE COURT,FELTON STREET,BEE COURT,FELTON STREET,,STATEN ISLAND,GAULDY AVENUE,,In Progress,,,,02 STATEN ISLAND,STATEN ISLAND,937765,164775,Unspecified,STATEN ISLAND,,,,,,,,40.61882381925119,-74.16744214334923,"(40.61882381925119, -74.16744214334923)"
51405828,08/01/2021 12:18:49 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10308,20 COLON AVENUE,COLON AVENUE,AMBOY ROAD,LINDENWOOD PLACE,AMBOY ROAD,LINDENWOOD PLACE,,STATEN ISLAND,COLON AVENUE,,In Progress,,,,03 STATEN ISLAND,STATEN ISLAND,941519,139514,Unspecified,STATEN ISLAND,,,,,,,,40.549506399734824,-74.15376028937516,"(40.549506399734824, -74.15376028937516)"
51406688,08/01/2021 09:22:18 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11419,107-31 121 STREET,121 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,,SOUTH RICHMOND HILL,121 STREET,,In Progress,,,,10 QUEENS,QUEENS,1033816,188720,Unspecified,QUEENS,,,,,,,,40.6845307922717,-73.82128394383184,"(40.6845307922717, -73.82128394383184)"
51411092,08/02/2021 05:21:11 PM,08/02/2021 05:21:11 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11421,86-40 91 STREET,91 STREET,86 ROAD,86 DRIVE,86 ROAD,86 DRIVE,ADDRESS,Woodhaven,91 STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",08/02/2021 05:21:11 PM,09 QUEENS,QUEENS,1024707,192216,Unspecified,QUEENS,,,,,,,,40.694172817197,-73.85410645553725,"(40.694172817197, -73.85410645553725)"
53620132,03/10/2022 08:11:50 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11373,41-21 DENMAN STREET,DENMAN STREET,WHITNEY AVENUE,LAMONT AVENUE,WHITNEY AVENUE,LAMONT AVENUE,ADDRESS,ELMHURST,DENMAN STREET,,In Progress,,,,04 QUEENS,QUEENS,1019127,211213,Unspecified,QUEENS,,,,,,,,40.74633869813628,-73.87413024141222,"(40.74633869813628, -73.87413024141222)"
50081407,03/22/2021 04:16:37 PM,03/22/2021 04:16:37 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11415,116 82 AVENUE,82 AVENUE,AUSTIN STREET,KEW GARDENS ROAD,AUSTIN STREET,KEW GARDENS ROAD,ADDRESS,KEW GARDENS,82 AVENUE,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",03/22/2021 04:16:37 PM,09 QUEENS,QUEENS,1031373,198717,Unspecified,QUEENS,,,,,,,,40.71198351883676,-73.83002250174391,"(40.71198351883676, -73.83002250174391)"
46995088,07/26/2020 01:59:05 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11229,1903 EAST   19 STREET,EAST   19 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,EAST   19 STREET,,In Progress,,,,15 BROOKLYN,BROOKLYN,997190,159151,Unspecified,BROOKLYN,,,,,,,,40.60349959456512,-73.95339996116023,"(40.60349959456512, -73.95339996116023)"
50716476,05/29/2021 09:11:40 AM,05/29/2021 09:11:40 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10029,325 EAST  115 STREET,EAST  115 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST  115 STREET,,Closed,,An inspection of the property was conducted and no violations were found.,05/29/2021 09:11:40 AM,11 MANHATTAN,MANHATTAN,1001596,229259,Unspecified,MANHATTAN,,,,,,,,40.795922011471305,-73.93735233955827,"(40.795922011471305, -73.93735233955827)"
51170342,07/10/2021 06:31:26 PM,07/10/2021 06:31:26 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10019,220 WEST   55 STREET,WEST   55 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST   55 STREET,,Closed,,"The Department of Health and Mental Hygiene could not locate the address provided. Please go online to nyc.gov/311 or call 311 and file another request and provide the complete street address of the builiding. If your complaint was about a vacant lot, abandoned building ,street, or in a sewer, provide the nearest street address or intersection.",07/10/2021 06:31:26 PM,05 MANHATTAN,MANHATTAN,989108,217926,Unspecified,MANHATTAN,,,,,,,,40.76483161648261,-73.98246280173223,"(40.76483161648261, -73.98246280173223)"
53639230,03/13/2022 09:23:56 PM,03/13/2022 09:23:56 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11417,135-21 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,GOLD ROAD,REDDING STREET,GOLD ROAD,REDDING STREET,ADDRESS,OZONE PARK,CROSS BAY BOULEVARD,,Closed,,An inspection of the property was conducted and no violations were found.,03/13/2022 09:23:56 PM,10 QUEENS,QUEENS,1027725,184547,Unspecified,QUEENS,,,,,,,,40.6731088835612,-73.84327263265412,"(40.6731088835612, -73.84327263265412)"
52361288,10/30/2021 09:11:04 AM,10/30/2021 09:11:04 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11216,758 ST MARKS AVENUE,ST MARKS AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",10/30/2021 09:11:04 AM,08 BROOKLYN,BROOKLYN,998623,185237,Unspecified,BROOKLYN,,,,,,,,40.67509786110469,-73.94818381688768,"(40.67509786110469, -73.94818381688768)"
50520050,05/10/2021 08:07:58 AM,05/10/2021 08:07:58 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11413,218-11 137 ROAD,137 ROAD,218 STREET,219 STREET,218 STREET,219 STREET,ADDRESS,SPRINGFIELD GARDENS,137 ROAD,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",05/10/2021 08:07:58 AM,13 QUEENS,QUEENS,1052609,185395,Unspecified,QUEENS,,,,,,,,40.67527926812855,-73.75355760369311,"(40.67527926812855, -73.75355760369311)"
46500613,06/16/2020 09:49:48 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10016,267 EAST   27 STREET,EAST   27 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,EAST   27 STREET,,In Progress,,,,06 MANHATTAN,MANHATTAN,989980,209064,Unspecified,MANHATTAN,,,,,,,,40.74050715057328,-73.9793224661274,"(40.74050715057328, -73.9793224661274)"
52363937,10/30/2021 05:53:16 AM,10/30/2021 05:53:16 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11203,941 EAST   45 STREET,EAST   45 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   45 STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",10/30/2021 05:53:16 AM,17 BROOKLYN,BROOKLYN,1002643,171662,Unspecified,BROOKLYN,,,,,,,,40.637830032442096,-73.93372832223692,"(40.637830032442096, -73.93372832223692)"
52368035,10/30/2021 03:22:25 PM,10/30/2021 03:22:25 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11368,102-35 47 AVENUE,47 AVENUE,102 STREET,104 STREET,102 STREET,104 STREET,ADDRESS,CORONA,47 AVENUE,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",10/30/2021 03:22:25 PM,04 QUEENS,QUEENS,1022654,210797,Unspecified,QUEENS,,,,,,,,40.74518227010361,-73.86140382902151,"(40.74518227010361, -73.86140382902151)"
51410951,08/02/2021 05:57:16 PM,08/02/2021 05:57:16 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11374,98-25 67 AVENUE,67 AVENUE,AUSTIN STREET,WETHEROLE STREET,AUSTIN STREET,WETHEROLE STREET,ADDRESS,Rego Park,67 AVENUE,,Closed,,An inspection of the property was conducted and no violations were found.,08/02/2021 05:57:16 PM,06 QUEENS,QUEENS,1024383,203369,Unspecified,QUEENS,,,,,,,,40.724786591454865,-73.85520836291167,"(40.724786591454865, -73.85520836291167)"
51413426,08/02/2021 06:07:11 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11374,98-25 67 AVENUE,67 AVENUE,AUSTIN STREET,WETHEROLE STREET,AUSTIN STREET,WETHEROLE STREET,,REGO PARK,67 AVENUE,,In Progress,,,,06 QUEENS,QUEENS,1024437,203481,Unspecified,QUEENS,,,,,,,,40.72509375869385,-73.85501287353324,"(40.72509375869385, -73.85501287353324)"
51415893,08/02/2021 09:02:12 AM,08/02/2021 09:02:12 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Monkey,Residence,10309,170 DARNELL LANE,DARNELL LANE,ROBIN COURT,,ROBIN COURT,,ADDRESS,STATEN ISLAND,DARNELL LANE,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",08/02/2021 09:02:12 AM,03 STATEN ISLAND,STATEN ISLAND,922367,134887,Unspecified,STATEN ISLAND,,,,,,,,40.536693246085086,-74.22263296168202,"(40.536693246085086, -74.22263296168202)"
47192606,08/10/2020 08:30:39 AM,08/10/2020 08:30:39 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11224,2833 WEST   15 STREET,WEST   15 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,WEST   15 STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",08/10/2020 08:30:39 AM,13 BROOKLYN,BROOKLYN,988997,149964,Unspecified,BROOKLYN,,,,,,,,40.578291295557975,-73.98291136900771,"(40.578291295557975, -73.98291136900771)"
53656138,03/15/2022 12:10:58 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10461,1030 PIERCE AVENUE,PIERCE AVENUE,PAULDING AVENUE,HONE AVENUE,PAULDING AVENUE,HONE AVENUE,ADDRESS,BRONX,PIERCE AVENUE,,In Progress,,,,11 BRONX,BRONX,1024996,247315,Unspecified,BRONX,,,,,,,,40.84540364831696,-73.8527302354297,"(40.84540364831696, -73.8527302354297)"
52714254,12/05/2021 02:37:39 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11421,89-29 91 STREET,91 STREET,89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,ADDRESS,WOODHAVEN,91 STREET,,In Progress,,,,09 QUEENS,QUEENS,1025040,190855,Unspecified,QUEENS,,,,,,,,40.69043566328808,-73.85291385470191,"(40.69043566328808, -73.85291385470191)"
46553604,06/20/2020 07:53:44 PM,06/20/2020 07:53:44 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11236,2098 CANARSIE ROAD,CANARSIE ROAD,SKIDMORE AVENUE,SEAVIEW COURT,SKIDMORE AVENUE,SEAVIEW COURT,ADDRESS,BROOKLYN,CANARSIE ROAD,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",06/20/2020 07:53:44 PM,18 BROOKLYN,BROOKLYN,1014769,169307,Unspecified,BROOKLYN,,,,,,,,40.63133258192432,-73.89004791179212,"(40.63133258192432, -73.89004791179212)"
51709276,09/01/2021 11:31:34 AM,09/01/2021 11:31:34 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11373,88-30 51 AVENUE,51 AVENUE,87 STREET,90 STREET,87 STREET,90 STREET,ADDRESS,ELMHURST,51 AVENUE,,Closed,,"The Department of Health and Mental Hygiene could not locate the address provided. Please go online to nyc.gov/311 or call 311 and file another request and provide the complete street address of the builiding. If your complaint was about a vacant lot, abandoned building ,street, or in a sewer, provide the nearest street address or intersection.",09/01/2021 11:31:34 AM,04 QUEENS,QUEENS,1018806,208606,Unspecified,QUEENS,,,,,,,,40.739184401004735,-73.87530210998607,"(40.739184401004735, -73.87530210998607)"
50091022,03/23/2021 08:05:23 AM,03/23/2021 08:05:23 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11416,95-22 77 STREET,77 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,ADDRESS,OZONE PARK,77 STREET,,Closed,,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",03/23/2021 08:05:23 AM,09 QUEENS,QUEENS,1022564,188065,Unspecified,QUEENS,,,,,,,,40.682788826849674,-73.86185800354521,"(40.682788826849674, -73.86185800354521)"
52892307,12/26/2021 04:07:02 PM,12/26/2021 04:07:02 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11375,110-62 67 ROAD,67 ROAD,110 STREET,112 STREET,110 STREET,112 STREET,ADDRESS,FOREST HILLS,67 ROAD,,Closed,,An inspection of the property was conducted and no violations were found.,12/26/2021 04:07:02 PM,06 QUEENS,QUEENS,1027294,204920,Unspecified,QUEENS,,,,,,,,40.72903001636423,-73.84469617214239,"(40.72903001636423, -73.84469617214239)"
48583334,01/06/2021 11:20:04 AM,01/06/2021 11:20:04 AM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10466,3939 BRONXWOOD AVENUE,BRONXWOOD AVENUE,EAST 223 STREET,EAST 224 STREET,EAST  223 STREET,EAST  224 STREET,ADDRESS,BRONX,BRONXWOOD AVENUE,,Closed,,An inspection of the property was conducted and no violations were found.,01/06/2021 11:20:04 AM,12 BRONX,BRONX,1024273,261746,Unspecified,BRONX,,,,,,,,40.88501561919308,-73.85525721118726,"(40.88501561919308, -73.85525721118726)"
51419485,08/03/2021 06:32:44 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11385,59-29 PALMETTO STREET,PALMETTO STREET,FOREST AVENUE,60 PLACE,FOREST AVENUE,60 PLACE,,RIDGEWOOD,PALMETTO STREET,,In Progress,,,,05 QUEENS,QUEENS,1011285,196990,Unspecified,QUEENS,,,,,,,,40.70732750183838,-73.9024888321992,"(40.70732750183838, -73.9024888321992)"
50350521,04/23/2021 12:54:49 PM,04/23/2021 12:54:49 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11205,141 ADELPHI STREET,ADELPHI STREET,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,ADELPHI STREET,,Closed,,An inspection of the property was conducted and no violations were found.,04/23/2021 12:54:49 PM,02 BROOKLYN,BROOKLYN,992021,192042,Unspecified,BROOKLYN,,,,,,,,40.69378428877881,-73.97197687365367,"(40.69378428877881, -73.97197687365367)"
46706172,07/01/2020 06:50:04 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10465,327 BRINSMADE AVENUE,BRINSMADE AVENUE,MILES AVENUE,SAMPSON AVENUE,MILES AVENUE,SAMPSON AVENUE,,BRONX,BRINSMADE AVENUE,,In Progress,,,,10 BRONX,BRONX,1033581,237296,Unspecified,BRONX,,,,,,,,40.81786064007682,-73.82177490959724,"(40.81786064007682, -73.82177490959724)"
53284263,02/06/2022 02:32:49 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11233,691 DECATUR STREET,DECATUR STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,DECATUR STREET,,In Progress,,,,16 BROOKLYN,BROOKLYN,1007650,188304,Unspecified,BROOKLYN,,,,,,,,40.68349681854499,-73.9156298951601,"(40.68349681854499, -73.9156298951601)"
52949397,01/02/2022 10:48:53 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10469,2411 BOUCK AVENUE,BOUCK AVENUE,WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,ADDRESS,BRONX,BOUCK AVENUE,,In Progress,,,,11 BRONX,BRONX,1025684,253159,Unspecified,BRONX,,,,,,,,40.86144046462033,-73.85020745735514,"(40.86144046462033, -73.85020745735514)"
47376571,08/27/2020 12:03:02 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11355,50-06 KISSENA BOULEVARD,KISSENA BOULEVARD,OAK AVENUE,POPLAR AVENUE,OAK AVENUE,POPLAR AVENUE,,FLUSHING,KISSENA BOULEVARD,,In Progress,,,,07 QUEENS,QUEENS,1035267,211722,Unspecified,QUEENS,,,,,,,,40.747657387668085,-73.81587788222421,"(40.747657387668085, -73.81587788222421)"
51698443,08/31/2021 01:19:55 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11422,241-43 149 AVENUE,149 AVENUE,241 STREET,242 STREET,241 STREET,242 STREET,,ROSEDALE,149 AVENUE,,In Progress,,,,13 QUEENS,QUEENS,1055742,177121,Unspecified,QUEENS,,,,,,,,40.65254432175416,-73.74235056153758,"(40.65254432175416, -73.74235056153758)"
